,id,type_id,sub_type_id,fixture_id,player_id,related_player_id,period_id,participant_id,addition,minute,sort_order,Unnamed: 0
1632,85958675,10,,11895980,186391.0,,3417873,676,,61,1,1632
1647,88025856,10,,11896003,4459.0,,3417918,676,Goal Disallowed,31,1,1647
1659,88025803,10,,11896012,187128.0,,3417936,103,,15,1,1659
1664,88008790,10,,12011959,188826.0,,3591223,6968,,52,1,1664
1684,88025529,10,,11896042,4700.0,,3417996,528,,32,1,1684
1697,88025493,10,,11896050,1399.0,,3418013,676,,69,1,1697
1700,88025383,10,,11896063,189296.0,,3418039,459,,53,1,1700
1702,88025391,10,,11896063,186197.0,,3418039,459,,71,1,1702
1706,88025364,10,,11896066,160121.0,,3418044,7980,,30,1,1706
1708,88025368,10,,11896066,96100.0,,3418044,676,,41,1,1708
1848,88025678,10,,11896027,96125.0,,3417966,485,,5,1,1848
1858,88025576,10,,11896036,185926.0,,3417984,106,Goal Disallowed,24,1,1858
1872,88025336,10,,11896067,30057.0,,3418047,83,,79,1,1872
1875,88025343,10,,11896067,185530.0,,3418047,83,Goal Disallowed,90,1,1875
1898,85958900,10,,11895845,186801.0,,3417602,13258,,36,1,1898
1911,85958886,10,,11895865,186663.0,,3417643,2975,,73,1,1911
1964,85958724,10,,11895958,185220.0,,3417829,2975,,90,1,1964
1989,88025996,10,,11895985,96125.0,,3417882,485,,45,1,1989
1993,88026005,10,,11895985,129758.0,,3417883,485,,78,1,1993
2014,88025597,10,,11896040,380232.0,,3417993,645,Goal Disallowed,55,1,2014
2132,88025960,10,,11895991,809.0,,3417895,3477,,74,1,2132
2163,88007450,10,,12016294,34053.0,,3595461,594,Goal Disallowed,49,1,2163
2166,88007461,10,,12016294,600687.0,,3595461,3468,Goal Disallowed,80,1,2166
2195,88025336,10,,11896067,30057.0,,3418047,83,,79,1,2195
2198,88025343,10,,11896067,185530.0,,3418047,83,Goal Disallowed,90,1,2198
2320,88007436,10,,12016292,793.0,,3595456,214,Goal Disallowed,16,1,2320
2323,88007445,10,,12016292,159671.0,,3595457,103,,90,1,2323
2427,85958789,10,,11895927,129660.0,,3417766,7980,,45,1,2427
2428,85958792,10,,11895927,160121.0,,3417767,7980,,50,1,2428
2463,88025909,10,,11895998,215025.0,,3417908,60,,11,1,2463
2510,88025364,10,,11896066,160121.0,,3418044,7980,,30,1,2510
2512,88025368,10,,11896066,96100.0,,3418044,676,,41,1,2512
2684,88025506,10,,11896049,537208.0,,3418011,844,,60,1,2684
2692,88025309,10,,11896073,198762.0,,3418059,844,,69,1,2692
2854,88025849,10,,11896009,185998.0,,3417931,106,,86,1,2854
2859,88025781,10,,11896015,1281.0,,3417943,106,,48,1,2859
2877,88025576,10,,11896036,185926.0,,3417984,106,Goal Disallowed,24,1,2877
2890,88025493,10,,11896050,1399.0,,3418013,676,,69,1,2890
2929,85958900,10,,11895845,186801.0,,3417602,13258,,36,1,2929
3032,88008825,10,,12011957,382624.0,,3591216,1012,,7,1,3032
3040,88025781,10,,11896015,1281.0,,3417943,106,,48,1,3040
3063,88007266,10,,12018000,186395.0,,3597694,13258,Goal Disallowed,61,1,3063
